event_id,ticker,zone_id,structural_zone_key,event_timestamp,event_type,direction,price_at_event,boundary_price,close_distance_pct,bar_index,local_bar_index,global_bar_index,touch_count_before_event,meaningful_touch_count_before_event,is_first_meaningful_test,bars_since_last_touch,days_since_last_touch,zone_class,zone_side,zone_timeframe,zone_width_pct,confluence_count,metadata_json
AMZN::20250731::support::3::probe::2025-08-01T00:00:00,AMZN,AMZN::20250731::support::3,"AMZN::support::226.2400::13.7975::avwap_D,vp_D,vp_W::D,W",2025-08-01,probe,down,214.75,219.34234139124553,-0.020936866827066785,61,1,61,0,0,True,,,composite,support,"D,W",0.06098830664202391,3,"{""source_reason"": ""avwap_D,vp_D,vp_W"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-07-31T00:00:00"", ""zone_valid_to"": ""2025-08-06T23:59:59.999999""}"
AMZN::20250731::support::3::breakout_down::2025-08-04T00:00:00,AMZN,AMZN::20250731::support::3,"AMZN::support::226.2400::13.7975::avwap_D,vp_D,vp_W::D,W",2025-08-04,breakout_down,down,211.64999389648438,219.34234139124553,-0.03507005280407831,62,2,62,1,1,False,1.0,3.0,composite,support,"D,W",0.06098830664202391,3,"{""source_reason"": ""avwap_D,vp_D,vp_W"", ""trigger_rule"": ""breakout_down"", ""zone_valid_from"": ""2025-07-31T00:00:00"", ""zone_valid_to"": ""2025-08-06T23:59:59.999999""}"
AMZN::20250731::support::3::test::2025-08-06T00:00:00,AMZN,AMZN::20250731::support::3,"AMZN::support::226.2400::13.7975::avwap_D,vp_D,vp_W::D,W",2025-08-06,test,down,222.30999755859375,219.34234139124553,0.013529791596665569,64,4,64,3,1,False,1.0,1.0,composite,support,"D,W",0.06098830664202391,3,"{""source_reason"": ""avwap_D,vp_D,vp_W"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-07-31T00:00:00"", ""zone_valid_to"": ""2025-08-06T23:59:59.999999""}"
AMZN::20250814::resistance::1::probe::2025-08-14T00:00:00,AMZN,AMZN::20250814::resistance::1,AMZN::resistance::227.9000::2.8025::vp_D::D,2025-08-14,probe,up,230.97999572753906,229.2994907561938,0.007328864821300866,70,0,70,0,0,True,,,inventory,resistance,D,0.0122954304634023,1,"{""source_reason"": ""vp_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-08-14T00:00:00"", ""zone_valid_to"": ""2025-08-20T23:59:59.999999""}"
AMZN::20250814::resistance::1::breakout_up::2025-08-15T00:00:00,AMZN,AMZN::20250814::resistance::1,AMZN::resistance::227.9000::2.8025::vp_D::D,2025-08-15,breakout_up,up,231.02999877929688,229.2994907561938,0.0075469335644668895,71,1,71,1,1,False,1.0,1.0,inventory,resistance,D,0.0122954304634023,1,"{""source_reason"": ""vp_D"", ""trigger_rule"": ""breakout_up"", ""zone_valid_from"": ""2025-08-14T00:00:00"", ""zone_valid_to"": ""2025-08-20T23:59:59.999999""}"
AMZN::20250814::resistance::2::test::2025-08-15T00:00:00,AMZN,AMZN::20250814::resistance::2,AMZN::resistance::231.8200::3.3650::vp_D::D,2025-08-15,test,up,231.02999877929688,233.5041080458959,-0.010595570618880598,71,1,71,0,0,True,,,inventory,resistance,D,0.014513163528925087,1,"{""source_reason"": ""vp_D"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-08-14T00:00:00"", ""zone_valid_to"": ""2025-08-20T23:59:59.999999""}"
AMZN::20250814::resistance::1::retest_up::2025-08-18T00:00:00,AMZN,AMZN::20250814::resistance::1,AMZN::resistance::227.9000::2.8025::vp_D::D,2025-08-18,retest_up,up,231.49000549316406,229.2994907561938,0.009553072838261862,72,2,72,2,2,False,,,inventory,resistance,D,0.0122954304634023,1,"{""source_reason"": ""vp_D"", ""trigger_rule"": ""retest_up"", ""zone_valid_from"": ""2025-08-14T00:00:00"", ""zone_valid_to"": ""2025-08-20T23:59:59.999999""}"
AMZN::20250814::resistance::1::failed_breakout_up::2025-08-19T00:00:00,AMZN,AMZN::20250814::resistance::1,AMZN::resistance::227.9000::2.8025::vp_D::D,2025-08-19,failed_breakout_up,up,228.00999450683594,229.2994907561938,-0.005623633288958893,73,3,73,2,2,False,,,inventory,resistance,D,0.0122954304634023,1,"{""source_reason"": ""vp_D"", ""trigger_rule"": ""failed_breakout_up"", ""zone_valid_from"": ""2025-08-14T00:00:00"", ""zone_valid_to"": ""2025-08-20T23:59:59.999999""}"
AMZN::20250814::resistance::1::test::2025-08-19T00:00:00,AMZN,AMZN::20250814::resistance::1,AMZN::resistance::227.9000::2.8025::vp_D::D,2025-08-19,test,up,228.00999450683594,229.2994907561938,-0.005623633288958893,73,3,73,3,1,False,1.0,1.0,inventory,resistance,D,0.0122954304634023,1,"{""source_reason"": ""vp_D"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-08-14T00:00:00"", ""zone_valid_to"": ""2025-08-20T23:59:59.999999""}"
AMZN::20250821::resistance::1::probe::2025-08-22T00:00:00,AMZN,AMZN::20250821::resistance::1,AMZN::resistance::225.1900::2.2525::avwap_D::D,2025-08-22,probe,up,228.83999633789062,226.31582602874494,0.011153308866809373,76,1,76,0,0,True,,,cost,resistance,D,0.009999999999999922,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-08-21T00:00:00"", ""zone_valid_to"": ""2025-08-27T23:59:59.999999""}"
AMZN::20250821::resistance::1::breakout_up::2025-08-25T00:00:00,AMZN,AMZN::20250821::resistance::1,AMZN::resistance::225.1900::2.2525::avwap_D::D,2025-08-25,breakout_up,up,227.94000244140625,226.31582602874494,0.007176592292114042,77,2,77,1,1,False,1.0,3.0,cost,resistance,D,0.009999999999999922,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""breakout_up"", ""zone_valid_from"": ""2025-08-21T00:00:00"", ""zone_valid_to"": ""2025-08-27T23:59:59.999999""}"
AMZN::20250821::resistance::1::retest_up::2025-08-26T00:00:00,AMZN,AMZN::20250821::resistance::1,AMZN::resistance::225.1900::2.2525::avwap_D::D,2025-08-26,retest_up,up,228.7100067138672,226.31582602874494,0.01057893620227054,78,3,78,2,2,False,,,cost,resistance,D,0.009999999999999922,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""retest_up"", ""zone_valid_from"": ""2025-08-21T00:00:00"", ""zone_valid_to"": ""2025-08-27T23:59:59.999999""}"
AMZN::20250912::support::4::test::2025-09-12T00:00:00,AMZN,AMZN::20250912::support::4,AMZN::support::227.9200::2.2800::avwap_D::D,2025-09-12,test,down,228.14999389648438,226.77875680309504,0.006046585283029584,90,0,90,0,0,True,,,cost,support,D,0.010000000000000026,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-09-12T00:00:00"", ""zone_valid_to"": ""2025-09-18T23:59:59.999999""}"
AMZN::20250912::resistance::1::test::2025-09-16T00:00:00,AMZN,AMZN::20250912::resistance::1,"AMZN::resistance::230.2800::8.0175::avwap_D,vp_D,vp_W::D,W",2025-09-16,test,up,234.0500030517578,234.28681176026663,-0.001010764143016004,92,2,92,0,0,True,,,composite,resistance,"D,W",0.03481601279512127,3,"{""source_reason"": ""avwap_D,vp_D,vp_W"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-09-12T00:00:00"", ""zone_valid_to"": ""2025-09-18T23:59:59.999999""}"
AMZN::20250919::support::3::probe::2025-09-23T00:00:00,AMZN,AMZN::20250919::support::3,AMZN::support::226.0350::2.2600::avwap_D::D,2025-09-23,probe,down,220.7100067138672,224.90622382887145,-0.01865763002715795,97,2,97,0,0,True,,,cost,support,D,0.009999999999999967,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-09-19T00:00:00"", ""zone_valid_to"": ""2025-09-25T23:59:59.999999""}"
AMZN::20250919::support::4::probe::2025-09-23T00:00:00,AMZN,AMZN::20250919::support::4,AMZN::support::228.5000::2.2850::avwap_D::D,2025-09-23,probe,down,220.7100067138672,227.3563458354407,-0.029233136630301443,97,2,97,0,0,True,,,cost,support,D,0.010000000000000108,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-09-19T00:00:00"", ""zone_valid_to"": ""2025-09-25T23:59:59.999999""}"
AMZN::20250919::support::3::breakout_down::2025-09-24T00:00:00,AMZN,AMZN::20250919::support::3,AMZN::support::226.0350::2.2600::avwap_D::D,2025-09-24,breakout_down,down,220.2100067138672,224.90622382887145,-0.020880778819965234,98,3,98,1,1,False,1.0,1.0,cost,support,D,0.009999999999999967,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""breakout_down"", ""zone_valid_from"": ""2025-09-19T00:00:00"", ""zone_valid_to"": ""2025-09-25T23:59:59.999999""}"
AMZN::20250919::support::4::breakout_down::2025-09-24T00:00:00,AMZN,AMZN::20250919::support::4,AMZN::support::228.5000::2.2850::avwap_D::D,2025-09-24,breakout_down,down,220.2100067138672,227.3563458354407,-0.03143232750031084,98,3,98,1,1,False,1.0,1.0,cost,support,D,0.010000000000000108,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""breakout_down"", ""zone_valid_from"": ""2025-09-19T00:00:00"", ""zone_valid_to"": ""2025-09-25T23:59:59.999999""}"
AMZN::20250919::support::2::test::2025-09-25T00:00:00,AMZN,AMZN::20250919::support::2,"AMZN::support::220.9200::6.0850::avwap_D,vp_W::D,W",2025-09-25,test,down,218.14999389648438,217.8764833975511,0.0012553465829269798,99,4,99,0,0,True,,,composite,support,"D,W",0.027539897022408465,2,"{""source_reason"": ""avwap_D,vp_W"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-09-19T00:00:00"", ""zone_valid_to"": ""2025-09-25T23:59:59.999999""}"
AMZN::20251003::support::2::test::2025-10-06T00:00:00,AMZN,AMZN::20251003::support::2,"AMZN::support::220.7900::4.7575::avwap_D,vp_D,vp_W::D,W",2025-10-06,test,down,220.89999389648438,218.41375612221788,0.011383155614407703,106,1,106,0,0,True,,,composite,support,"D,W",0.021544731214927722,3,"{""source_reason"": ""avwap_D,vp_D,vp_W"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-10-03T00:00:00"", ""zone_valid_to"": ""2025-10-09T23:59:59.999999""}"
AMZN::20251010::support::2::probe::2025-10-10T00:00:00,AMZN,AMZN::20251010::support::2,"AMZN::support::220.8100::5.9675::avwap_D,vp_D,vp_W::D,W",2025-10-10,probe,down,216.3699951171875,217.82375380833943,-0.006674013580865372,110,0,110,0,0,True,,,composite,support,"D,W",0.027029726733150104,3,"{""source_reason"": ""avwap_D,vp_D,vp_W"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-10-10T00:00:00"", ""zone_valid_to"": ""2025-10-16T23:59:59.999999""}"
AMZN::20251010::support::3::probe::2025-10-10T00:00:00,AMZN,AMZN::20251010::support::3,AMZN::support::225.7200::3.6125::avwap_D::D,2025-10-10,probe,down,216.3699951171875,223.91436023152096,-0.03369308295605875,110,0,110,0,0,True,,,cost,support,D,0.016000038586942298,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-10-10T00:00:00"", ""zone_valid_to"": ""2025-10-16T23:59:59.999999""}"
AMZN::20251010::support::2::test::2025-10-13T00:00:00,AMZN,AMZN::20251010::support::2,"AMZN::support::220.8100::5.9675::avwap_D,vp_D,vp_W::D,W",2025-10-13,test,down,220.07000732421875,217.82375380833943,0.01031225234441497,111,1,111,1,1,False,1.0,3.0,composite,support,"D,W",0.027029726733150104,3,"{""source_reason"": ""avwap_D,vp_D,vp_W"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-10-10T00:00:00"", ""zone_valid_to"": ""2025-10-16T23:59:59.999999""}"
AMZN::20251010::support::3::breakout_down::2025-10-13T00:00:00,AMZN,AMZN::20251010::support::3,AMZN::support::225.7200::3.6125::avwap_D::D,2025-10-13,breakout_down,down,220.07000732421875,223.91436023152096,-0.017168853767696095,111,1,111,1,1,False,1.0,3.0,cost,support,D,0.016000038586942298,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""breakout_down"", ""zone_valid_from"": ""2025-10-10T00:00:00"", ""zone_valid_to"": ""2025-10-16T23:59:59.999999""}"
AMZN::20251010::support::2::breakout_down::2025-10-15T00:00:00,AMZN,AMZN::20251010::support::2,"AMZN::support::220.8100::5.9675::avwap_D,vp_D,vp_W::D,W",2025-10-15,breakout_down,down,215.57000732421875,217.82375380833943,-0.010346651569064997,113,3,113,3,1,False,1.0,1.0,composite,support,"D,W",0.027029726733150104,3,"{""source_reason"": ""avwap_D,vp_D,vp_W"", ""trigger_rule"": ""breakout_down"", ""zone_valid_from"": ""2025-10-10T00:00:00"", ""zone_valid_to"": ""2025-10-16T23:59:59.999999""}"
AMZN::20251010::support::2::probe::2025-10-16T00:00:00,AMZN,AMZN::20251010::support::2,"AMZN::support::220.8100::5.9675::avwap_D,vp_D,vp_W::D,W",2025-10-16,probe,down,214.47000122070312,217.82375380833943,-0.015396633879458506,114,4,114,4,1,False,1.0,1.0,composite,support,"D,W",0.027029726733150104,3,"{""source_reason"": ""avwap_D,vp_D,vp_W"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-10-10T00:00:00"", ""zone_valid_to"": ""2025-10-16T23:59:59.999999""}"
AMZN::20251010::support::2::retest_down::2025-10-16T00:00:00,AMZN,AMZN::20251010::support::2,"AMZN::support::220.8100::5.9675::avwap_D,vp_D,vp_W::D,W",2025-10-16,retest_down,down,214.47000122070312,217.82375380833943,-0.015396633879458506,114,4,114,4,2,False,,,composite,support,"D,W",0.027029726733150104,3,"{""source_reason"": ""avwap_D,vp_D,vp_W"", ""trigger_rule"": ""retest_down"", ""zone_valid_from"": ""2025-10-10T00:00:00"", ""zone_valid_to"": ""2025-10-16T23:59:59.999999""}"
AMZN::20251010::support::3::probe::2025-10-16T00:00:00,AMZN,AMZN::20251010::support::3,AMZN::support::225.7200::3.6125::avwap_D::D,2025-10-16,probe,down,214.47000122070312,223.91436023152096,-0.042178442691449713,114,4,114,4,1,False,1.0,1.0,cost,support,D,0.016000038586942298,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-10-10T00:00:00"", ""zone_valid_to"": ""2025-10-16T23:59:59.999999""}"
AMZN::20251024::resistance::1::probe::2025-10-27T00:00:00,AMZN,AMZN::20251024::resistance::1,AMZN::resistance::224.0000::3.5950::avwap_D::D,2025-10-27,probe,up,226.97000122070312,225.79652565543523,0.005197048811364851,121,1,121,0,0,True,,,cost,resistance,D,0.01605051750980717,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-10-24T00:00:00"", ""zone_valid_to"": ""2025-10-30T23:59:59.999999""}"
AMZN::20251024::resistance::1::breakout_up::2025-10-28T00:00:00,AMZN,AMZN::20251024::resistance::1,AMZN::resistance::224.0000::3.5950::avwap_D::D,2025-10-28,breakout_up,up,229.25,225.79652565543523,0.015294630130114395,122,2,122,1,1,False,1.0,1.0,cost,resistance,D,0.01605051750980717,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""breakout_up"", ""zone_valid_from"": ""2025-10-24T00:00:00"", ""zone_valid_to"": ""2025-10-30T23:59:59.999999""}"
AMZN::20251024::resistance::1::failed_breakout_up::2025-10-30T00:00:00,AMZN,AMZN::20251024::resistance::1,AMZN::resistance::224.0000::3.5950::avwap_D::D,2025-10-30,failed_breakout_up,up,222.86000061035156,225.79652565543523,-0.013005182593308798,124,4,124,2,2,False,,,cost,resistance,D,0.01605051750980717,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""failed_breakout_up"", ""zone_valid_from"": ""2025-10-24T00:00:00"", ""zone_valid_to"": ""2025-10-30T23:59:59.999999""}"
AMZN::20251024::resistance::1::test::2025-10-30T00:00:00,AMZN,AMZN::20251024::resistance::1,AMZN::resistance::224.0000::3.5950::avwap_D::D,2025-10-30,test,up,222.86000061035156,225.79652565543523,-0.013005182593308798,124,4,124,3,1,False,1.0,1.0,cost,resistance,D,0.01605051750980717,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-10-24T00:00:00"", ""zone_valid_to"": ""2025-10-30T23:59:59.999999""}"
AMZN::20251031::resistance::1::probe::2025-10-31T00:00:00,AMZN,AMZN::20251031::resistance::1,"AMZN::resistance::224.9850::13.8050::avwap_D,vp_D,vp_W::D,W",2025-10-31,probe,up,244.22000122070312,231.886618569692,0.05318712535930321,125,0,125,0,0,True,,,composite,resistance,"D,W",0.061362298502067675,3,"{""source_reason"": ""avwap_D,vp_D,vp_W"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-10-31T00:00:00"", ""zone_valid_to"": ""2025-11-06T23:59:59.999999""}"
AMZN::20251031::resistance::1::breakout_up::2025-11-03T00:00:00,AMZN,AMZN::20251031::resistance::1,"AMZN::resistance::224.9850::13.8050::avwap_D,vp_D,vp_W::D,W",2025-11-03,breakout_up,up,254.0,231.886618569692,0.09536290436553146,126,1,126,1,1,False,1.0,3.0,composite,resistance,"D,W",0.061362298502067675,3,"{""source_reason"": ""avwap_D,vp_D,vp_W"", ""trigger_rule"": ""breakout_up"", ""zone_valid_from"": ""2025-10-31T00:00:00"", ""zone_valid_to"": ""2025-11-06T23:59:59.999999""}"
AMZN::20251031::resistance::1::probe::2025-11-06T00:00:00,AMZN,AMZN::20251031::resistance::1,"AMZN::resistance::224.9850::13.8050::avwap_D,vp_D,vp_W::D,W",2025-11-06,probe,up,243.0399932861328,231.886618569692,0.0480983973341642,129,4,129,4,1,False,1.0,1.0,composite,resistance,"D,W",0.061362298502067675,3,"{""source_reason"": ""avwap_D,vp_D,vp_W"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-10-31T00:00:00"", ""zone_valid_to"": ""2025-11-06T23:59:59.999999""}"
AMZN::20251121::resistance::1::probe::2025-11-28T00:00:00,AMZN,AMZN::20251121::resistance::1,"AMZN::resistance::223.8450::15.9600::avwap_D,vp_D,vp_W::D,W",2025-11-28,probe,up,233.22000122070312,231.82718384981155,0.006007998491643283,144,4,144,0,0,True,,,composite,resistance,"D,W",0.07130137739509643,3,"{""source_reason"": ""avwap_D,vp_D,vp_W"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-11-21T00:00:00"", ""zone_valid_to"": ""2025-11-30T23:59:59.999999""}"
JPM::20250702::support::2::probe::2025-07-08T00:00:00,JPM,JPM::20250702::support::2,"JPM::support::288.6500::6.2175::avwap_D,vp_D::D",2025-07-08,probe,down,282.7799987792969,285.54003832976025,-0.009666033410263473,43,3,43,0,0,True,,,composite,support,D,0.021542038399052763,2,"{""source_reason"": ""avwap_D,vp_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-07-02T00:00:00"", ""zone_valid_to"": ""2025-07-09T23:59:59.999999""}"
JPM::20250702::support::2::breakout_down::2025-07-09T00:00:00,JPM,JPM::20250702::support::2,"JPM::support::288.6500::6.2175::avwap_D,vp_D::D",2025-07-09,breakout_down,down,283.1600036621094,285.54003832976025,-0.00833520469343867,44,4,44,1,1,False,1.0,1.0,composite,support,D,0.021542038399052763,2,"{""source_reason"": ""avwap_D,vp_D"", ""trigger_rule"": ""breakout_down"", ""zone_valid_from"": ""2025-07-02T00:00:00"", ""zone_valid_to"": ""2025-07-09T23:59:59.999999""}"
JPM::20250717::resistance::1::test::2025-07-21T00:00:00,JPM,JPM::20250717::resistance::1,"JPM::resistance::288.1600::10.4450::avwap_D,vp_D,vp_W::D,W",2025-07-21,test,up,290.9700012207031,293.3822492345174,-0.008222201650264268,52,2,52,0,0,True,,,composite,resistance,"D,W",0.03624860575403633,3,"{""source_reason"": ""avwap_D,vp_D,vp_W"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-07-17T00:00:00"", ""zone_valid_to"": ""2025-07-23T23:59:59.999999""}"
JPM::20250717::resistance::1::probe::2025-07-23T00:00:00,JPM,JPM::20250717::resistance::1,"JPM::resistance::288.1600::10.4450::avwap_D,vp_D,vp_W::D,W",2025-07-23,probe,up,296.760009765625,293.3822492345174,0.011513172797334251,54,4,54,2,1,False,1.0,1.0,composite,resistance,"D,W",0.03624860575403633,3,"{""source_reason"": ""avwap_D,vp_D,vp_W"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-07-17T00:00:00"", ""zone_valid_to"": ""2025-07-23T23:59:59.999999""}"
JPM::20250731::support::3::test::2025-07-31T00:00:00,JPM,JPM::20250731::support::3,"JPM::support::298.0350::4.3300::avwap_D,vp_D::D",2025-07-31,test,down,296.239990234375,295.8686884212494,0.0012549547405874102,60,0,60,0,0,True,,,composite,support,D,0.014530179730384668,2,"{""source_reason"": ""avwap_D,vp_D"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-07-31T00:00:00"", ""zone_valid_to"": ""2025-08-06T23:59:59.999999""}"
JPM::20250731::support::3::probe::2025-08-01T00:00:00,JPM,JPM::20250731::support::3,"JPM::support::298.0350::4.3300::avwap_D,vp_D::D",2025-08-01,probe,down,289.3699951171875,295.8686884212494,-0.02196478897019755,61,1,61,1,1,False,1.0,1.0,composite,support,D,0.014530179730384668,2,"{""source_reason"": ""avwap_D,vp_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-07-31T00:00:00"", ""zone_valid_to"": ""2025-08-06T23:59:59.999999""}"
JPM::20250731::support::3::breakout_down::2025-08-04T00:00:00,JPM,JPM::20250731::support::3,"JPM::support::298.0350::4.3300::avwap_D,vp_D::D",2025-08-04,breakout_down,down,294.260009765625,295.8686884212494,-0.0054371372118092575,62,2,62,2,1,False,1.0,3.0,composite,support,D,0.014530179730384668,2,"{""source_reason"": ""avwap_D,vp_D"", ""trigger_rule"": ""breakout_down"", ""zone_valid_from"": ""2025-07-31T00:00:00"", ""zone_valid_to"": ""2025-08-06T23:59:59.999999""}"
JPM::20250731::support::3::retest_down::2025-08-05T00:00:00,JPM,JPM::20250731::support::3,"JPM::support::298.0350::4.3300::avwap_D,vp_D::D",2025-08-05,retest_down,down,291.3699951171875,295.8686884212494,-0.015205033449354949,63,3,63,3,2,False,,,composite,support,D,0.014530179730384668,2,"{""source_reason"": ""avwap_D,vp_D"", ""trigger_rule"": ""retest_down"", ""zone_valid_from"": ""2025-07-31T00:00:00"", ""zone_valid_to"": ""2025-08-06T23:59:59.999999""}"
JPM::20250814::resistance::1::test::2025-08-15T00:00:00,JPM,JPM::20250814::resistance::1,"JPM::resistance::291.2500::7.3750::avwap_D,vp_D::D",2025-08-15,test,up,290.489990234375,294.9386182975769,-0.015083233551713078,71,1,71,0,0,True,,,composite,resistance,D,0.025324501044412414,2,"{""source_reason"": ""avwap_D,vp_D"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-08-14T00:00:00"", ""zone_valid_to"": ""2025-08-20T23:59:59.999999""}"
JPM::20250821::resistance::1::probe::2025-08-22T00:00:00,JPM,JPM::20250821::resistance::1,JPM::resistance::292.5850::3.1800::avwap_D::D,2025-08-22,probe,up,296.239990234375,294.1744225779818,0.007021574609688144,76,1,76,0,0,True,,,cost,resistance,D,0.010866087547670837,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-08-21T00:00:00"", ""zone_valid_to"": ""2025-08-27T23:59:59.999999""}"
JPM::20250821::resistance::1::breakout_up::2025-08-25T00:00:00,JPM,JPM::20250821::resistance::1,JPM::resistance::292.5850::3.1800::avwap_D::D,2025-08-25,breakout_up,up,294.8999938964844,294.1744225779818,0.0024664663642205774,77,2,77,1,1,False,1.0,3.0,cost,resistance,D,0.010866087547670837,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""breakout_up"", ""zone_valid_from"": ""2025-08-21T00:00:00"", ""zone_valid_to"": ""2025-08-27T23:59:59.999999""}"
JPM::20250821::resistance::1::retest_up::2025-08-26T00:00:00,JPM,JPM::20250821::resistance::1,JPM::resistance::292.5850::3.1800::avwap_D::D,2025-08-26,retest_up,up,298.57000732421875,294.1744225779818,0.014942103761831183,78,3,78,2,2,False,,,cost,resistance,D,0.010866087547670837,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""retest_up"", ""zone_valid_from"": ""2025-08-21T00:00:00"", ""zone_valid_to"": ""2025-08-27T23:59:59.999999""}"
JPM::20250821::resistance::2::test::2025-08-27T00:00:00,JPM,JPM::20250821::resistance::2,JPM::resistance::297.9200::4.0450::vp_D::D,2025-08-27,test,up,299.2799987792969,299.9400982952118,-0.00220077115286271,79,4,79,0,0,True,,,inventory,resistance,D,0.013578062596634483,1,"{""source_reason"": ""vp_D"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-08-21T00:00:00"", ""zone_valid_to"": ""2025-08-27T23:59:59.999999""}"
JPM::20250926::resistance::1::probe::2025-09-26T00:00:00,JPM,JPM::20250926::resistance::1,JPM::resistance::313.7650::3.1375::avwap_D::D,2025-09-26,probe,up,316.05999755859375,315.3325130040848,0.002307039472645665,100,0,100,0,0,True,,,cost,resistance,D,0.010000000000000026,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-09-26T00:00:00"", ""zone_valid_to"": ""2025-10-02T23:59:59.999999""}"
JPM::20250926::resistance::1::test::2025-09-30T00:00:00,JPM,JPM::20250926::resistance::1,JPM::resistance::313.7650::3.1375::avwap_D::D,2025-09-30,test,up,315.42999267578125,315.3325130040848,0.00030913295545649414,102,2,102,2,1,False,1.0,1.0,cost,resistance,D,0.010000000000000026,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-09-26T00:00:00"", ""zone_valid_to"": ""2025-10-02T23:59:59.999999""}"
JPM::20251010::support::3::test::2025-10-14T00:00:00,JPM,JPM::20251010::support::3,JPM::support::301.2700::4.3750::avwap_D::D,2025-10-14,test,down,302.0799865722656,299.0815356880374,0.010025529918890877,112,2,112,0,0,True,,,cost,support,D,0.014519444781051266,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-10-10T00:00:00"", ""zone_valid_to"": ""2025-10-16T23:59:59.999999""}"
JPM::20251010::support::3::probe::2025-10-16T00:00:00,JPM,JPM::20251010::support::3,JPM::support::301.2700::4.3750::avwap_D::D,2025-10-16,probe,down,298.5400085449219,299.0815356880374,-0.0018106338188672137,114,4,114,1,1,False,2.0,2.0,cost,support,D,0.014519444781051266,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-10-10T00:00:00"", ""zone_valid_to"": ""2025-10-16T23:59:59.999999""}"
JPM::20251017::resistance::1::test::2025-10-21T00:00:00,JPM,JPM::20251017::resistance::1,JPM::resistance::301.6050::4.2800::avwap_D::D,2025-10-21,test,up,297.0899963378906,303.74330708572495,-0.021904386344080245,117,2,117,0,0,True,,,cost,resistance,D,0.014190487974368714,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-10-17T00:00:00"", ""zone_valid_to"": ""2025-10-23T23:59:59.999999""}"
JPM::20251024::resistance::1::probe::2025-10-27T00:00:00,JPM,JPM::20251024::resistance::1,JPM::resistance::301.2900::4.1300::avwap_D::D,2025-10-27,probe,up,304.1499938964844,303.3541724375917,0.0026234069981561537,121,1,121,0,0,True,,,cost,resistance,D,0.01370966168116911,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-10-24T00:00:00"", ""zone_valid_to"": ""2025-10-30T23:59:59.999999""}"
